"","_id","measure_id","measure_name","interval_type","value_type","measure_value","year_to_date_variance","budget_variance","decimal_accuracy","desired_direction","category","data_source_notes","city_perspective_note","year","period_number_in_year","target","note"
"6063",6063,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",58025,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2014,1,NA,NA
"6064",6064,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",58165,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2014,2,NA,NA
"6065",6065,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",58043,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2014,3,NA,NA
"6066",6066,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",58038,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2014,4,NA,NA
"6067",6067,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",57848,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2014,5,NA,NA
"6068",6068,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",57775,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2014,6,NA,NA
"6069",6069,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",57287,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2014,7,NA,NA
"6070",6070,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",57298,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2014,8,NA,NA
"6071",6071,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",61807,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2014,9,NA,NA
"6072",6072,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",61862,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2014,10,NA,NA
"6073",6073,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",62497,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2014,11,NA,NA
"6074",6074,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",62529,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2014,12,NA,NA
"6075",6075,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",61640,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2015,1,NA,NA
"6076",6076,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",61577,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2015,2,NA,NA
"6077",6077,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",61364,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2015,3,NA,NA
"6078",6078,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",60969,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2015,4,NA,NA
"6079",6079,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",60851,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2015,5,NA,NA
"6080",6080,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",60985,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2015,6,NA,NA
"6081",6081,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",60448,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2015,7,NA,NA
"6082",6082,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",60667,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2015,8,NA,NA
"6083",6083,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",64493,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2015,9,NA,NA
"6084",6084,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",65134,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2015,10,NA,NA
"6085",6085,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",65596,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2015,11,NA,NA
"6086",6086,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",65864,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2015,12,NA,NA
"6087",6087,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",64924,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2016,1,NA,NA
"6088",6088,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",65240,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2016,2,NA,NA
"6089",6089,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",65521,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2016,3,NA,NA
"6090",6090,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",66229,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2016,4,NA,NA
"6091",6091,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",66049,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2016,5,NA,NA
"6092",6092,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",66170,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2016,6,NA,NA
"6093",6093,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",64719,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2016,7,NA,NA
"6094",6094,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",64952,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2016,8,NA,NA
"6095",6095,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",68596,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2016,9,NA,NA
"6096",6096,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",68681,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2016,10,NA,NA
"6097",6097,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",69012,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2016,11,NA,NA
"6098",6098,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",69146,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2016,12,NA,NA
"6099",6099,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",69067,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2017,1,NA,NA
"6100",6100,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",69307,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2017,2,NA,NA
"6101",6101,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",69377,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2017,3,NA,NA
"6102",6102,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",69247,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2017,4,NA,NA
"6103",6103,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",68762,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2017,5,NA,NA
"6104",6104,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",68812,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2017,6,NA,NA
"6105",6105,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",66540,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2017,7,NA,NA
"6106",6106,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",67025,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2017,8,NA,NA
"6107",6107,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",73042,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2017,9,NA,NA
"6108",6108,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",73065,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2017,10,NA,NA
"6109",6109,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",73479,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2017,11,NA,NA
"6110",6110,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",73393,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2017,12,NA,NA
"6111",6111,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",73474,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2018,1,NA,NA
"6112",6112,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",73381,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2018,2,NA,NA
"6113",6113,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",73309,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2018,3,NA,NA
"6114",6114,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",73074,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2018,4,NA,NA
"6115",6115,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",73021,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2018,5,NA,NA
"6116",6116,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",73176,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2018,6,NA,NA
"6117",6117,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",70201,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2018,7,NA,NA
"6118",6118,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",70212,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2018,8,NA,NA
"6119",6119,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",76615,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2018,9,NA,NA
"6120",6120,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",76572,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2018,10,NA,NA
"6121",6121,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",76662,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2018,11,NA,NA
"6122",6122,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",76818,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2018,12,NA,NA
"6123",6123,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",76165,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2019,1,NA,"The City works with the Province, local school boards and the community to plan and advocate for more licensed child care. With increased federal and provincial investments, the licensed child care system continues to grow and is guided by Toronto’s Licensed Child Care Growth Strategy. Fluctuations in spaces occur throughout the year most notably in July when some school age and kindergarten programs close for the summer and again in September when these programs reopen. September is also typically the time when brand new school age and kindergarten programs open."
"6124",6124,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",76350,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2019,2,NA,NA
"6125",6125,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",76604,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2019,3,NA,NA
"6126",6126,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",76547,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2019,4,NA,NA
"6127",6127,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",76437,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2019,5,NA,NA
"6128",6128,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",76681,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2019,6,NA,NA
"6129",6129,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",73947,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2019,7,NA,NA
"6130",6130,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",74219,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2019,8,NA,NA
"6131",6131,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",80076,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2019,9,NA,NA
"6132",6132,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",80090,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2019,10,NA,NA
"6133",6133,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",80065,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2019,11,NA,NA
"6134",6134,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",80168,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2019,12,NA,NA
"6135",6135,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",79538,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2020,1,NA,NA
"6136",6136,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",79816,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2020,2,NA,NA
"6137",6137,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",79804,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2020,3,NA,NA
"6138",6138,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",0,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2020,4,NA,"On March 16, 2020, the Government of Ontario declared a state of emergency and ordered the closure of all licensed child care centres."
"6139",6139,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",0,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2020,5,NA,"On March 16, 2020, the Government of Ontario declared a state of emergency and ordered the closure of all licensed child care centres."
"6140",6140,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",0,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2020,6,NA,NA
"6141",6141,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",79216,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2020,7,NA,NA
"6142",6142,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",79340,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2020,8,NA,NA
"6143",6143,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",79464,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2020,9,NA,NA
"6144",6144,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",78902,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2020,10,NA,NA
"6145",6145,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",78642,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2020,11,NA,NA
"6146",6146,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",78775,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2020,12,NA,"From late March to late June of 2020, all child care programs were closed due to COVID and that is why the table shows 0 spaces. Although, during the shut-down, the City operated 8 Emergency Child Care Programs with approximately 228 spaces .  From July to December the data in the table reflects regular operating spaces but due to COVID related circumstances, many centres operated with reduced spaces."
"6147",6147,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",79068,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2021,1,NA,NA
"6148",6148,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",78206,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2021,2,NA,NA
"6149",6149,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",78826,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2021,3,NA,NA
"6150",6150,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",78564,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2021,4,NA,NA
"6151",6151,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",78493,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2021,5,NA,NA
"6152",6152,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",78457,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2021,6,NA,NA
"6153",6153,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",72725,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2021,7,NA,NA
"6154",6154,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",72721,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2021,8,NA,NA
"6155",6155,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",78496,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2021,9,NA,NA
"6156",6156,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",78807,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2021,10,NA,NA
"6157",6157,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",78854,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2021,11,NA,NA
"6158",6158,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",78921,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2021,12,NA,NA
"6159",6159,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",77833,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2022,1,NA,NA
"6160",6160,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",78196,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2022,2,NA,NA
"6161",6161,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",78576,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2022,3,NA,NA
"6162",6162,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",78736,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2022,4,NA,NA
"6163",6163,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",78844,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2022,5,NA,NA
"6164",6164,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",78098,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2022,6,NA,NA
"6165",6165,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",74999,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2022,7,NA,NA
"6166",6166,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",75605,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2022,8,NA,NA
"6167",6167,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",80183,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2022,9,NA,NA
"6168",6168,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",80154,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2022,10,NA,NA
"6169",6169,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",80137,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2022,11,NA,NA
"6170",6170,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",80480,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2022,12,NA,NA
"6171",6171,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",79761,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2023,1,NA,NA
"6172",6172,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",79491,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2023,2,NA,NA
"6173",6173,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",79727,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2023,3,NA,NA
"6174",6174,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",79637,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2023,4,NA,NA
"6175",6175,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",79912,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2023,5,NA,NA
"6176",6176,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",80003,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2023,6,NA,NA
"6177",6177,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",75874,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2023,7,NA,NA
"6178",6178,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",76294,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2023,8,NA,NA
"6179",6179,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",81497,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2023,9,NA,NA
"6180",6180,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",81657,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2023,10,NA,NA
"6181",6181,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",81700,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2023,11,NA,NA
"6182",6182,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",82119,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2023,12,NA,NA
"6183",6183,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",80395,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2024,1,NA,NA
"6184",6184,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",80600,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2024,2,NA,NA
"6185",6185,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",80724,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2024,3,NA,NA
"6186",6186,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",81011,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2024,4,NA,NA
"6187",6187,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",81126,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2024,5,NA,NA
"6188",6188,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",81102,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2024,6,NA,NA
"6189",6189,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",78285,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2024,7,NA,NA
"6190",6190,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",77914,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2024,8,NA,NA
"6191",6191,2.28,"Number of Licensed Child Care Spaces  (Centre Based)","m","n",82730,0.01,NA,NA,"Up","City Services","Source: City of Toronto, Children 's Services.","",2024,9,NA,NA
"6192",6192,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",8503,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2007,1,NA,NA
"6193",6193,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",8398,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2007,2,NA,NA
"6194",6194,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",8770,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2007,3,NA,NA
"6195",6195,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",9435,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2007,4,NA,NA
"6196",6196,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",10295,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2007,5,NA,NA
"6197",6197,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",11275,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2007,6,NA,NA
"6198",6198,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",12039,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2007,7,NA,NA
"6199",6199,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",12905,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2007,8,NA,NA
"6200",6200,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",12983,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2007,9,NA,NA
"6201",6201,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",12725,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2007,10,NA,NA
"6202",6202,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",12536,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2007,11,NA,NA
"6203",6203,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",12036,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2007,12,NA,NA
"6204",6204,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",12366,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2008,1,NA,NA
"6205",6205,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",13108,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2008,2,NA,NA
"6206",6206,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",13612,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2008,3,NA,NA
"6207",6207,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",14448,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2008,4,NA,NA
"6208",6208,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",15410,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2008,5,NA,NA
"6209",6209,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",16049,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2008,6,NA,NA
