"","_id","measure_id","measure_name","interval_type","value_type","measure_value","year_to_date_variance","budget_variance","decimal_accuracy","desired_direction","category","data_source_notes","city_perspective_note","year","period_number_in_year","target","note"
"659",659,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0973,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2012,11,NA,NA
"660",660,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0959,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2012,12,NA,NA
"661",661,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0942,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2013,1,NA,NA
"662",662,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0915,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2013,2,NA,NA
"663",663,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0895,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2013,3,NA,NA
"664",664,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0875,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2013,4,NA,NA
"665",665,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0855,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2013,5,NA,NA
"666",666,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0847,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2013,6,NA,NA
"667",667,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0831,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2013,7,NA,NA
"668",668,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0819,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2013,8,NA,NA
"669",669,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.083,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2013,9,NA,NA
"670",670,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0866,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2013,10,NA,NA
"671",671,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0904,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2013,11,NA,NA
"672",672,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.094,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2013,12,NA,NA
"673",673,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0957,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2014,1,NA,NA
"674",674,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1006,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2014,2,NA,NA
"675",675,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0989,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2014,3,NA,NA
"676",676,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0967,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2014,4,NA,NA
"677",677,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0941,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2014,5,NA,NA
"678",678,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0969,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2014,6,NA,NA
"679",679,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1034,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2014,7,NA,NA
"680",680,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1062,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2014,8,NA,NA
"681",681,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1054,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2014,9,NA,NA
"682",682,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0993,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2014,10,NA,NA
"683",683,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0938,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2014,11,NA,NA
"684",684,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0867,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2014,12,NA,NA
"685",685,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0812,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2015,1,NA,NA
"686",686,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0808,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2015,2,NA,NA
"687",687,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0794,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2015,3,NA,NA
"688",688,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0796,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2015,4,NA,NA
"689",689,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.074,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2015,5,NA,NA
"690",690,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0728,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2015,6,NA,NA
"691",691,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.071,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2015,7,NA,NA
"692",692,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0717,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2015,8,NA,NA
"693",693,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0723,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2015,9,NA,NA
"694",694,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0754,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2015,10,NA,NA
"695",695,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.079,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2015,11,NA,NA
"696",696,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0845,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2015,12,NA,NA
"697",697,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0867,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2016,1,NA,NA
"698",698,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.086,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2016,2,NA,NA
"699",699,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0844,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2016,3,NA,NA
"700",700,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0828,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2016,4,NA,NA
"701",701,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0808,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2016,5,NA,NA
"702",702,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0729,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2016,6,NA,NA
"703",703,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0693,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2016,7,NA,NA
"704",704,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.068,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2016,8,NA,NA
"705",705,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0716,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2016,9,NA,NA
"706",706,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0734,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2016,10,NA,NA
"707",707,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0743,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2016,11,NA,NA
"708",708,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0748,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2016,12,NA,NA
"709",709,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0752,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2017,1,NA,NA
"710",710,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0763,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2017,2,NA,NA
"711",711,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0779,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2017,3,NA,NA
"712",712,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0743,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2017,4,NA,NA
"713",713,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0717,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2017,5,NA,NA
"714",714,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0682,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2017,6,NA,NA
"715",715,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0695,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2017,7,NA,NA
"716",716,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0684,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2017,8,NA,NA
"717",717,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0715,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2017,9,NA,NA
"718",718,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.072,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2017,10,NA,NA
"719",719,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0733,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2017,11,NA,NA
"720",720,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0738,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2017,12,NA,NA
"721",721,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0727,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2018,1,NA,NA
"722",722,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0706,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2018,2,NA,NA
"723",723,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0664,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2018,3,NA,NA
"724",724,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0653,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2018,4,NA,NA
"725",725,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.064,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2018,5,NA,NA
"726",726,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0656,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2018,6,NA,NA
"727",727,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0628,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2018,7,NA,NA
"728",728,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0597,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2018,8,NA,NA
"729",729,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0576,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2018,9,NA,NA
"730",730,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0598,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2018,10,NA,NA
